Title,Genre,Actors,Director,Writer,Language,Box_office,Country,Released,Runtime,imdbRating,Awards,Poster,Actors_id,Director_id
Straight Outta Compton,"Biography, Drama, History","[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell', 'Neil Brown Jr.']",['F. Gary Gray'],"Jonathan Herman (screenplay), Andrea Berloff (screenplay), S. Leigh Savidge (story), Alan Wenkus (story), Andrea Berloff (story)",English,161029270,USA,14 Aug 2015,147 min,8.0,Nominated for 1 Oscar. Another 19 wins & 33 nominations.,tt1398426.jpg,"[1929, 5391, 1558, 2667]",[3661]
San Andreas,"Action, Adventure, Drama","['Dwayne Johnson', 'Carla Gugino', 'Alexandra Daddario', 'Ioan Gruffudd']",['Brad Peyton'],"Carlton Cuse (screenplay), Andre Fabrizio (story), Jeremy Passmore (story)",English,155181732,USA,29 May 2015,114 min,6.1,10 nominations.,tt2126355.jpg,"[13654, 12855, 1876, 8814]",[547]
Mad Max: Fury Road,"Action, Adventure, Sci-Fi","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne']",['George Miller'],"George Miller, Brendan McCarthy, Nick Lathouris","English, Russian",153629485,"Australia, USA",15 May 2015,120 min,8.1,Won 6 Oscars. Another 176 wins & 184 nominations.,tt1392190.jpg,"[11484, 4063, 4190, 314]",[1092]
Daddy's Home,Comedy,"['Will Ferrell', 'Mark Wahlberg', 'Linda Cardellini', 'Thomas Haden Church']",['Sean Anders'],"Brian Burns (screenplay), Sean Anders (screenplay), John Morris (screenplay), Brian Burns (story)",English,150315155,USA,25 Dec 2015,96 min,6.2,,tt1528854.jpg,"[7024, 14144, 28, 274]",[3311]
The Peanuts Movie,"Animation, Adventure, Comedy","['Trombone Shorty', 'Rebecca Bloom', 'Anastasia Bredikhina', 'Francesca Capaldi']",['Steve Martino'],"Bryan Schulz, Craig Schulz, Cornelius Uliano, Charles M. Schulz (comic strip)",English,130174897,USA,06 Nov 2015,88 min,7.2,Nominated for 1 Golden Globe. Another 1 win & 42 nominations.,tt2452042.jpg,"[9046, 4289, 4821, 8127]",[4479]
Kingsman: The Secret Service Revealed,Documentary,"['Geoff Bell', 'Sofia Boutella', 'Michael Caine', 'David Cheesman']",[''],,English,0,UK,08 Jun 2015,88 min,7.5,,tt5026378.jpg,"[5831, 8003, 2020, 3541]",[0]
The Good Dinosaur,"Animation, Adventure, Comedy","['Jeffrey Wright', 'Frances McDormand', 'Maleah Nipay-Padilla', 'Ryan Teeple']",['Peter Sohn'],"Bob Peterson (original concept and development), Peter Sohn (story), Erik Benson (story), Meg LeFauve (story), Kelsey Mann (story), Bob Peterson (story), Meg LeFauve (screenplay)",English,123070338,USA,25 Nov 2015,93 min,6.8,Nominated for 1 Golden Globe. Another 4 wins & 37 nominations.,tt1979388.jpg,"[279, 3053, 673, 14459]",[2289]
Spy,"Action, Comedy, Crime","['Jude Law', 'Raad Rawi', 'Melissa McCarthy', 'Jessica Chaffin']",['Paul Feig'],Paul Feig,"English, French, Italian, German",110822419,USA,05 Jun 2015,119 min,7.1,Nominated for 2 Golden Globes. Another 2 wins & 18 nominations.,tt3079380.jpg,"[10340, 10075, 14067, 11114]",[1889]
Trainwreck,"Comedy, Romance","['Colin Quinn', 'Devin Fabry', 'Carla Oudin', 'Amy Schumer']",['Judd Apatow'],Amy Schumer,English,110008260,"USA, Japan",17 Jul 2015,125 min,6.4,Nominated for 2 Golden Globes. Another 6 wins & 21 nominations.,tt3152624.jpg,"[1206, 7233, 13092, 908]",[694]
Creed,"Drama, Sport","['Michael B. Jordan', 'Sylvester Stallone', 'Tessa Thompson', 'Phylicia Rashad']",['Ryan Coogler'],"Ryan Coogler (screenplay), Aaron Covington (screenplay), Ryan Coogler (story), Sylvester Stallone (characters)","English, Spanish",109712885,USA,25 Nov 2015,133 min,7.8,Nominated for 1 Oscar. Another 42 wins & 52 nominations.,tt3076658.jpg,"[2704, 10200, 10699, 10155]",[4239]
Tomorrowland,"Action, Adventure, Family","['George Clooney', 'Hugh Laurie', 'Britt Robertson', 'Raffey Cassidy']",['Brad Bird'],"Damon Lindelof (screenplay), Brad Bird (screenplay), Damon Lindelof (story), Brad Bird (story), Jeff Jensen (story)","English, French, Japanese",93417865,"USA, Spain",22 May 2015,130 min,6.5,1 win & 11 nominations.,tt1964418.jpg,"[1483, 2986, 12432, 481]",[4032]
Get Hard,"Comedy, Crime","['Will Ferrell', 'Kevin Hart', 'Craig T. Nelson', 'Alison Brie']",['Etan Cohen'],"Jay Martel (screenplay), Ian Roberts (screenplay), Etan Cohen (screenplay), Adam McKay (story), Jay Martel (story), Ian Roberts (story)",English,90353764,USA,27 Mar 2015,100 min,6.1,,tt2561572.jpg,"[7024, 15506, 14227, 1143]",[3578]
Alvin and the Chipmunks: The Road Chip,"Animation, Adventure, Comedy","['Jason Lee', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']",['Walt Becker'],"Ross Bagdasarian (characters), Janice Karman (characters), Randi Mayem Singer, Adam Sztykiel",English,85710063,USA,18 Dec 2015,92 min,4.4,1 win & 2 nominations.,tt2974918.jpg,"[5111, 6414, 6189, 536]",[1315]
Ted 2,Comedy,"['Mark Wahlberg', 'Seth MacFarlane', 'Amanda Seyfried', 'Jessica Barth']",['Seth MacFarlane'],"Seth MacFarlane, Alec Sulkin, Wellesley Wild",English,81257500,USA,26 Jun 2015,115 min,6.4,4 nominations.,tt2637276.jpg,"[14144, 4194, 7237, 7139]",[402]
Goosebumps,"Adventure, Comedy, Family","['Jack Black', 'Dylan Minnette', 'Odeya Rush', 'Ryan Lee']",['Rob Letterman'],"Darren Lemke (screenplay), Scott Alexander (story), Larry Karaszewski (story), R.L. Stine (\",English,80021740,"USA, Australia",16 Oct 2015,103 min,6.4,2 nominations.,tt1051904.jpg,"[9750, 4993, 14078, 3436]",[2447]
Pixels,"Action, Comedy, Sci-Fi","['Adam Sandler', 'Kevin James', 'Michelle Monaghan', 'Peter Dinklage']",['Chris Columbus'],"Tim Herlihy (screenplay), Timothy Dowling (screenplay), Tim Herlihy (screen story), Patrick Jean (short film)",English,78747585,"USA, China, Canada",24 Jul 2015,106 min,5.7,1 win & 9 nominations.,tt2120120.jpg,"[2750, 14649, 8144, 15097]",[3094]
The Intern,Comedy,"['Robert De Niro', 'Anne Hathaway', 'Rene Russo', 'Anders Holm']",['Nancy Meyers'],Nancy Meyers,English,75274748,USA,25 Sep 2015,121 min,7.2,1 win & 4 nominations.,tt2361509.jpg,"[9311, 8084, 12622, 116]",[4708]
Bridge of Spies,"Drama, History, Thriller","['Mark Rylance', 'Domenick Lombardozzi', 'Victor Verhaeghe', 'Mark Fichera']",['Steven Spielberg'],"Matt Charman, Ethan Coen, Joel Coen","English, German, Russian",72306065,"USA, Germany, India",16 Oct 2015,142 min,7.6,Won 1 Oscar. Another 24 wins & 84 nominations.,tt3682448.jpg,"[7711, 436, 10237, 6646]",[787]
Paul Blart: Mall Cop 2,"Action, Comedy, Crime","['Kevin James', 'Raini Rodriguez', 'Neal McDonough', 'Daniella Alonso']",['Andy Fickman'],"Kevin James, Nick Bakay, Kevin James (characters), Nick Bakay (characters)",English,71038190,USA,17 Apr 2015,94 min,4.4,9 nominations.,tt3450650.jpg,"[14649, 10444, 15518, 480]",[848]
The Big Short,"Biography, Comedy, Drama","['Ryan Gosling', 'Rudy Eisenzopf', 'Casey Groves', 'Charlie Talbert']",['Adam McKay'],"Charles Randolph (screenplay), Adam McKay (screenplay), Michael Lewis (book)",English,70235322,USA,23 Dec 2015,130 min,7.9,Won 1 Oscar. Another 30 wins & 67 nominations.,tt1596363.jpg,"[6719, 7822, 3037, 127]",[4601]
Magic Mike XXL,"Comedy, Drama, Music","['Channing Tatum', 'Juan Piedrahita', 'Sharon Blackwood', 'Alison Faulk']",['Gregory Jacobs'],"Reid Carolin, Reid Carolin (characters)",English,66009973,USA,01 Jul 2015,115 min,5.7,2 wins & 1 nomination.,tt2268016.jpg,"[15087, 12626, 5245, 6180]",[782]
The Visit,"Horror, Thriller","['Olivia DeJonge', 'Ed Oxenbould', 'Deanna Dunagan', 'Peter McRobbie']",['M. Night Shyamalan'],M. Night Shyamalan (screenplay),English,65069140,USA,11 Sep 2015,94 min,6.2,1 win & 9 nominations.,tt3567288.jpg,"[9258, 8186, 3176, 999]",[175]
Black Mass,"Biography, Crime, Drama","['Johnny Depp', 'Joel Edgerton', 'Benedict Cumberbatch', 'Dakota Johnson']",['Scott Cooper'],"Mark Mallouk (screenplay), Jez Butterworth (screenplay), Dick Lehr (based on the book by), Gerard O'Neill (based on the book by)",English,62563543,"USA, UK",18 Sep 2015,123 min,7.0,4 wins & 17 nominations.,tt1355683.jpg,"[13523, 6016, 13343, 5609]",[1102]
Vacation,"Adventure, Comedy","['Ed Helms', 'Christina Applegate', 'Skyler Gisondo', 'Steele Stebbins']","['John Francis Daley', 'Jonathan M. Goldstein']","Jonathan M. Goldstein, John Francis Daley, John Hughes (characters)",English,58879132,USA,29 Jul 2015,99 min,6.2,1 win & 2 nominations.,tt1524930.jpg,"[3515, 8322, 10239, 14928]","[2202, 1064]"
The Perfect Guy,"Drama, Thriller","['Sanaa Lathan', 'Michael Ealy', 'Morris Chestnut', 'L. Scott Caldwell']",['David M. Rosenthal'],"Alan B. McElroy (story), Tyger Williams (screenplay)",English,57017904,USA,11 Sep 2015,100 min,5.5,2 wins & 1 nomination.,tt3862750.jpg,"[1335, 11201, 5084, 9476]",[380]
Joy,"Biography, Comedy, Drama","['Jennifer Lawrence', 'Edgar Ramirez', 'Robert De Niro', 'Dascha Polanco']",['David O. Russell'],"David O. Russell (screenplay), Annie Mumolo (story), David O. Russell (story)","English, Spanish, French",56443482,USA,25 Dec 2015,124 min,6.6,Nominated for 1 Oscar. Another 4 wins & 18 nominations.,tt2446980.jpg,"[4798, 5513, 9311, 7755]",[3564]
The Hateful Eight,"Crime, Drama, Mystery","['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins']",['Quentin Tarantino'],Quentin Tarantino,"English, Spanish",54020527,USA,30 Dec 2015,187 min,7.9,Won 1 Oscar. Another 28 wins & 96 nominations.,tt3460252.jpg,"[2271, 10691, 10904, 14654]",[1308]
Southpaw,"Action, Drama, Sport","['Jake Gyllenhaal', 'Rachel McAdams', 'Forest Whitaker', 'Oona Laurence']",['Antoine Fuqua'],Kurt Sutter,English,52418902,USA,24 Jul 2015,124 min,7.5,7 nominations.,tt1798684.jpg,"[12374, 12691, 14374, 3787]",[2756]
Insidious: Chapter 3,"Fantasy, Horror, Thriller","['Dermot Mulroney', 'Stefanie Scott', 'Angus Sampson', 'Leigh Whannell']",['Leigh Whannell'],"Leigh Whannell, Leigh Whannell (characters)",English,52200504,"Canada, USA",05 Jun 2015,97 min,6.1,1 win & 6 nominations.,tt3195644.jpg,"[11411, 9979, 13793, 4070]",[222]
Jupiter Ascending,"Action, Adventure, Sci-Fi","['Mila Kunis', 'Channing Tatum', 'Sean Bean', 'Eddie Redmayne']","['Lana Wachowski', 'Lilly Wachowski']","Lilly Wachowski, Lana Wachowski","English, Russian",47375327,"USA, Australia",06 Feb 2015,127 min,5.4,2 wins & 14 nominations.,tt1617661.jpg,"[7861, 15087, 10381, 14271]","[3016, 2550]"
Sicario,"Action, Crime, Drama","['Emily Blunt', 'Benicio Del Toro', 'Josh Brolin', 'Victor Garber']",['Denis Villeneuve'],Taylor Sheridan,"English, Spanish",46875468,USA,02 Oct 2015,121 min,7.7,Nominated for 3 Oscars. Another 10 wins & 122 nominations.,tt3397884.jpg,"[317, 7595, 6477, 7579]",[3069]
Spotlight,"Biography, Drama, History","['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams', 'Liev Schreiber']",['Tom McCarthy'],"Josh Singer, Tom McCarthy",English,44571689,"USA, Canada",25 Nov 2015,128 min,8.2,Won 2 Oscars. Another 106 wins & 121 nominations.,tt1895587.jpg,"[7682, 85, 12691, 9266]",[4460]
"McFarland, USA","Biography, Drama, Sport","['Kevin Costner', 'Ramiro Rodriguez', 'Carlos Pratts', 'Johnny Ortiz']",['Niki Caro'],"Christopher Cleveland (screenplay), Bettina Gilois (screenplay), Grant Thompson (screenplay), Christopher Cleveland (story), Bettina Gilois (story)","English, Spanish",44469602,USA,20 Feb 2015,129 min,7.4,3 wins & 2 nominations.,tt2097298.jpg,"[14349, 11083, 14967, 15242]",[1993]
The Night Before,Comedy,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anthony Mackie', 'Jillian Bell']",['Jonathan Levine'],"Jonathan Levine (screenplay), Kyle Hunter (screenplay), Ariel Shaffir (screenplay), Evan Goldberg (screenplay), Jonathan Levine (story)",English,43035725,USA,20 Nov 2015,101 min,6.6,1 nomination.,tt3530002.jpg,"[2699, 11403, 4792, 7742]",[3529]
Krampus,"Comedy, Fantasy, Horror","['Emjay Anthony', 'Adam Scott', 'Toni Collette', 'Stefania LaVie Owen']",['Michael Dougherty'],"Todd Casey, Michael Dougherty, Zach Shields",English,42592530,"USA, New Zealand",04 Dec 2015,98 min,6.5,1 win & 8 nominations.,tt3850590.jpg,"[8376, 3154, 14070, 2017]",[2864]
The Age of Adaline,"Drama, Fantasy, Romance","['Blake Lively', 'Michiel Huisman', 'Harrison Ford', 'Ellen Burstyn']",['Lee Toland Krieger'],"J. Mills Goodloe (screenplay), Salvador Paskowitz (screenplay), J. Mills Goodloe (screenplay), J. Mills Goodloe (story), Salvador Paskowitz (story)","English, Portuguese, Italian",42478175,"USA, Canada",24 Apr 2015,112 min,7.2,7 nominations.,tt1655441.jpg,"[10706, 1602, 1751, 1545]",[1065]
The Boy Next Door,"Mystery, Thriller","['Jennifer Lopez', 'Ryan Guzman', 'Ian Nelson', 'John Corbett']",['Rob Cohen'],Barbara Curry,English,35385560,USA,23 Jan 2015,91 min,4.6,1 win & 3 nominations.,tt3181822.jpg,"[2053, 2295, 237, 587]",[4646]
Pan,"Adventure, Family, Fantasy","['Hugh Jackman', 'Levi Miller', 'Garrett Hedlund', 'Rooney Mara']",['Joe Wright'],"Jason Fuchs, J.M. Barrie (characters)",English,34964818,"USA, UK, Australia",09 Oct 2015,111 min,5.9,4 nominations.,tt3332064.jpg,"[12589, 2740, 4105, 157]",[3496]
Hot Pursuit,"Action, Comedy, Crime","['Reese Witherspoon', 'Sofía Vergara', 'Matthew Del Negro', 'Michael Mosley']",['Anne Fletcher'],"David Feeney, John Quaintance","English, Spanish",34507079,USA,08 May 2015,87 min,5.1,4 nominations.,tt2967224.jpg,"[9197, 15153, 4350, 8382]",[1027]
Woman in Gold,"Biography, Drama, History","['Helen Mirren', 'Ryan Reynolds', 'Daniel Brühl', 'Katie Holmes']",['Simon Curtis'],"Alexi Kaye Campbell, E. Randol Schoenberg (life story), Maria Altmann (life story)","English, German",33305037,UK,10 Apr 2015,109 min,7.3,5 nominations.,tt2404425.jpg,"[11718, 9494, 7816, 11943]",[938]
A Walk in the Woods,"Adventure, Biography, Comedy","['Robert Redford', 'Nick Nolte', 'Emma Thompson', 'Mary Steenburgen']",['Ken Kwapis'],"Michael Arndt (screenplay), Bill Holderman (screenplay), Bill Bryson (book)",English,29467855,USA,02 Sep 2015,104 min,6.3,1 nomination.,tt1178665.jpg,"[6355, 861, 12159, 10539]",[526]
The Last Witch Hunter,"Action, Adventure, Fantasy","['Vin Diesel', 'Rose Leslie', 'Elijah Wood', 'Ólafur Darri Ólafsson']",['Breck Eisner'],"Cory Goodman, Matt Sazama, Burk Sharpless",English,27356090,"USA, China, Canada",23 Oct 2015,106 min,6.0,,tt1618442.jpg,"[14552, 13273, 7732, 7219]",[1286]
No Escape,"Action, Thriller","['Owen Wilson', 'Lake Bell', 'Sterling Jerins', 'Claire Geare']",['John Erick Dowdle'],"John Erick Dowdle, Drew Dowdle","English, French, Thai, Khmer",27285953,USA,26 Aug 2015,103 min,6.8,,tt1781922.jpg,"[935, 8781, 6121, 4797]",[1443]
Ricki and the Flash,"Comedy, Drama, Music","['Meryl Streep', 'Rick Springfield', 'Rick Rosas', 'Joe Vitale']",['Jonathan Demme'],Diablo Cody,English,26822144,USA,07 Aug 2015,101 min,6.0,3 nominations.,tt3623726.jpg,"[13255, 359, 6681, 3720]",[3387]
Run All Night,"Action, Crime, Drama","['Liam Neeson', 'Ed Harris', 'Joel Kinnaman', 'Boyd Holbrook']",['Jaume Collet-Serra'],Brad Ingelsby,English,26442251,USA,13 Mar 2015,114 min,6.6,,tt2199571.jpg,"[9820, 12188, 9628, 4318]",[1157]
Love the Coopers,Comedy,"['Steve Martin', 'Diane Keaton', 'John Goodman', 'Ed Helms']",['Jessie Nelson'],Steven Rogers (screenplay),English,26284475,USA,13 Nov 2015,107 min,5.7,1 nomination.,tt2279339.jpg,"[8851, 15471, 8366, 3515]",[4731]
In the Heart of the Sea,"Action, Adventure, Biography","['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy', 'Brendan Gleeson']",['Ron Howard'],"Charles Leavitt (screenplay), Charles Leavitt (story), Rick Jaffa (story), Amanda Silver (story), Nathaniel Philbrick (book)",English,24985612,"USA, Australia, Spain, UK, Canada",11 Dec 2015,122 min,7.0,1 win & 2 nominations.,tt1390411.jpg,"[7338, 6292, 11726, 10066]",[3445]
Aloha,"Comedy, Drama, Romance","['Bradley Cooper', 'Emma Stone', 'Rachel McAdams', 'Bill Murray']",['Cameron Crowe'],Cameron Crowe,English,20991497,USA,29 May 2015,105 min,5.5,1 win & 6 nominations.,tt1243974.jpg,"[12685, 11575, 12691, 11298]",[1195]
Steve Jobs,"Biography, Drama","['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Jeff Daniels']",['Danny Boyle'],"Aaron Sorkin (screenplay), Walter Isaacson (book)",English,17750583,"USA, UK",23 Oct 2015,122 min,7.3,Nominated for 2 Oscars. Another 18 wins & 101 nominations.,tt3565344.jpg,"[2877, 6229, 11403, 7470]",[2442]
Mr. Holmes,"Drama, Mystery","['Ian McKellen', 'Laura Linney', 'Milo Parker', 'Hiroyuki Sanada']",['Bill Condon'],"Mitch Cullin (novel), Jeffrey Hatcher (screenplay)","English, Japanese, French",17735503,"UK, USA",24 Jul 2015,104 min,7.0,14 nominations.,tt3168230.jpg,"[12492, 2560, 4667, 1913]",[3670]
American Ultra,"Action, Comedy","['Jesse Eisenberg', 'Kristen Stewart', 'Topher Grace', 'Connie Britton']",['Nima Nourizadeh'],Max Landis,"English, Mandarin",14434604,"USA, Switzerland",21 Aug 2015,96 min,6.1,,tt3316948.jpg,"[12825, 12628, 1469, 15287]",[2853]
Woodlawn,"Drama, Sport","['Sean Astin', 'Nic Bishop', 'Caleb Castille', 'Sherri Shepherd']","['Andrew Erwin', 'Jon Erwin']","Jon Erwin, Quinton Peeples",English,14393862,USA,16 Oct 2015,123 min,6.5,1 nomination.,tt4183692.jpg,"[4332, 7409, 3677, 11495]","[4604, 3895]"
Burnt,"Comedy, Drama","['Bradley Cooper', 'Sienna Miller', 'Daniel Brühl', 'Riccardo Scamarcio']",['John Wells'],"Steven Knight (screenplay), Michael Kalesniko (story)","English, French",13650738,USA,30 Oct 2015,101 min,6.6,6 wins.,tt2503944.jpg,"[12685, 10357, 7816, 6130]",[1003]
Do You Believe?,Drama,"['Senyo Amoaku', 'Sean Astin', 'Brian Bosworth', 'Valerie Domínguez']",['Jon Gunn'],"Chuck Konzelman, Cary Solomon",English,12985267,USA,20 Mar 2015,120 min,5.9,,tt4056738.jpg,"[10956, 4332, 4062, 12050]",[3644]
Carol,"Drama, Romance","['Cate Blanchett', 'Rooney Mara', 'Kyle Chandler', 'Jake Lacy']",['Todd Haynes'],"Phyllis Nagy (screenplay), Patricia Highsmith (novel)",English,253510,"UK, USA",15 Jan 2016,118 min,7.3,Nominated for 6 Oscars. Another 57 wins & 202 nominations.,tt2402927.jpg,"[14147, 157, 1237, 3758]",[2740]
Strange Magic,"Animation, Family, Fantasy","['Alan Cumming', 'Evan Rachel Wood', 'Elijah Kelley', 'Meredith Anne Bull']",['Gary Rydstrom'],"David Berenbaum (screenplay), Irene Mecchi (screenplay), Gary Rydstrom (screenplay), George Lucas (story)",English,12427046,USA,23 Jan 2015,99 min,5.7,1 nomination.,tt4191054.jpg,"[2277, 4043, 2224, 8728]",[2870]
Self/less,"Action, Mystery, Sci-Fi","['Ryan Reynolds', 'Natalie Martinez', 'Matthew Goode', 'Ben Kingsley']",['Tarsem Singh'],"David Pastor (screenplay), Àlex Pastor (screenplay)",English,12276810,USA,10 Jul 2015,117 min,6.5,,tt2140379.jpg,"[9494, 13999, 12552, 9426]",[615]
The 33,"Biography, Drama, History","['Antonio Banderas', 'Rodrigo Santoro', 'Juliette Binoche', 'James Brolin']",['Patricia Riggen'],"Mikko Alanne (screenplay), Craig Borten (screenplay), Michael Thomas (screenplay), Jose Rivera (screen story), Hector Tobar (book)","English, Spanish",12188642,"USA, Chile",13 Nov 2015,127 min,6.9,1 win & 1 nomination.,tt2006295.jpg,"[13091, 1487, 7759, 9852]",[1849]
The Gunman,"Action, Crime, Drama","['Sean Penn', 'Jasmine Trinca', 'Javier Bardem', 'Ray Winstone']",['Pierre Morel'],"Jean-Patrick Manchette (novel), Don MacPherson (screenplay), Pete Travis (screenplay), Sean Penn (screenplay)","English, Spanish",10640645,"USA, Spain, UK, France",20 Mar 2015,115 min,5.8,,tt2515034.jpg,"[10227, 9569, 2076, 7879]",[2975]
Unfinished Business,Comedy,"['Vince Vaughn', 'Tom Wilkinson', 'Dave Franco', 'Sienna Miller']",['Ken Scott'],Steve Conrad,English,10214013,USA,06 Mar 2015,91 min,5.4,,tt2358925.jpg,"[5561, 4692, 8347, 10357]",[2066]
The Walk,"Adventure, Biography, Drama","['Joseph Gordon-Levitt', 'Guillaume Baillargeon', 'Émilie Leclerc', 'Mark Trafford']",['Robert Zemeckis'],"Robert Zemeckis (screenplay), Christopher Browne (screenplay), Philippe Petit (book)","English, French",10137502,USA,09 Oct 2015,123 min,7.4,2 wins & 14 nominations.,tt3488710.jpg,"[2699, 10735, 15284, 2593]",[3560]
Bajrangi Bhaijaan,"Comedy, Drama","['Salman Khan', 'Kareena Kapoor', 'Nawazuddin Siddiqui', 'Harshaali Malhotra']",['Kabir Khan'],"Vijayendra Prasad (original story), Vijayendra Prasad (screenplay), Kabir Khan (screenplay), Parveez Sheikh (screenplay), Asad Hussain (screenplay), Kausar Munir (dialogue), Kabir Khan (dialogue)","Hindi, Urdu, Panjabi",7655452,India,17 Jul 2015,163 min,8.2,,tt3863552.jpg,"[6626, 9239, 12874, 13866]",[3480]
Blackhat,"Action, Crime, Drama","['Chris Hemsworth', 'Leehom Wang', 'Wei Tang', 'Viola Davis']",['Michael Mann'],Morgan Davis Foehl,"English, Mandarin, Spanish",7097125,USA,16 Jan 2015,133 min,5.4,1 nomination.,tt2855042.jpg,"[7338, 12112, 4279, 5213]",[1713]
Mortdecai,"Action, Comedy, Mystery","['Johnny Depp', 'Gwyneth Paltrow', 'Paul Bettany', 'Ewan McGregor']",['David Koepp'],"Eric Aronson (screenplay), Kyril Bonfiglioli (novel)",English,7605668,"UK, USA",23 Jan 2015,107 min,5.5,4 nominations.,tt3045616.jpg,"[13523, 3471, 7293, 4323]",[2747]
Bajirao Mastani,"Drama, History, Romance","['Priyanka Chopra', 'Deepika Padukone', 'Irrfan Khan', 'Ranveer Singh']",['Sanjay Leela Bhansali'],"Nagnath S. Inamdar (novel), Sanjay Leela Bhansali (additional writer), Prakash Kapadia",Hindi,6557047,India,18 Dec 2015,158 min,7.3,6 wins & 7 nominations.,tt3735246.jpg,"[10960, 1660, 4457, 7566]",[3042]
Little Boy,"Drama, War","['Ted Levine', 'Kevin James', 'Emily Watson', 'Michael Rapaport']",['Alejandro Monteverde'],"Alejandro Monteverde, Pepe Portillo",English,6420319,"Mexico, USA",24 Apr 2015,106 min,7.4,1 nomination.,tt1810683.jpg,"[5773, 14649, 3367, 8075]",[1649]
